Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,1.2158,0,3,3,3,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,0.7685,0,4,4,4,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DA_CHU_VAI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,0.7276,0,5,5,5,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/ZO_RAI_FU.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,1.1836,0,6,6,6,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/BA_KAY_LI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,0,3.0115,0,7,7,7,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/VAI_HO_LA.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,0,0.8697,0,8,8,8,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.5053,0,9,9,9,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,1.0325,0,10,10,10,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/NO_WA_BAY.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,0.4754,0,11,11,11,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,0,3.5033,0,12,12,12,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/WAI_VU_NA.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,0,0.6846,0,13,13,13,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAY_LI_BA.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,0,0.5534,0,14,14,14,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/FU_RAI_ZO.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,0,3.2416,0,15,15,15,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,1.4511,0,16,16,16,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.8113,0,17,17,17,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,0,1.9253,0,18,18,18,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/WAI_NA_VU.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,0,0.5932,0,19,19,19,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,1.1365,0,20,20,20,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAY_BA_LI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,0,0.4393,0,21,21,21,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,1.1824,0,22,22,22,1,1,OLD,OLD,,,,,,,,
